	_id	_score	entrezgene
227	100134091	3.5807848	100134091
228	100134301	3.5807848	100134301
229	100134938	3.5807848	100134938
230	100141515	3.5807848	100141515
231	100144595	3.5807848	100144595
232	55086	3.5807848	55086
233	54843	3.5807848	54843
234	100192455	3.5807848	100192455
235	100287294	3.5807848	100287294
236	100287364	3.5807848	100287364
237	100287441	3.5807848	100287441
238	100287477	3.5807848	100287477
239	100287718	3.5807848	100287718
240	100287852	3.5807848	100287852
241	100288336	3.5807848	100288336
242	100288413	3.5807848	100288413
243	100288797	3.5807848	100288797
244	100526832	3.5807848	100526832
245	100529141	3.5807848	100529141
246	100532726	3.5807848	100532726
247	100533178	3.5807848	100533178
248	100533952	3.5807848	100533952
249	100534599	3.5807848	100534599
250	10061	3.5807848	10061
251	100631383	3.5807848	100631383
252	100653515	3.5807848	100653515
253	10066	3.5807848	10066
254	10078	3.5807848	10078
255	100873985	3.5807848	100873985
256	23379	3.5807848	23379
257	114792	3.5807848	114792
258	1353	3.5807848	1353
259	151112	3.5807848	151112
260	100913187	3.5807848	100913187
261	10092	3.5807848	10092
262	100996335	3.5807848	100996335
263	100996405	3.5807848	100996405
264	100996412	3.5807848	100996412
265	100996602	3.5807848	100996602
266	100996619	3.5807848	100996619
267	100996746	3.5807848	100996746
268	100996758	3.5807848	100996758
269	100996760	3.5807848	100996760
270	100996809	3.5807848	100996809
271	100996842	3.5807848	100996842
272	100996924	3.5807848	100996924
273	10100	3.5807848	10100
274	100289187	3.5807848	100289187
275	100289269	3.5807848	100289269
276	100292952	3.5807848	100292952
277	100310812	3.5807848	100310812
278	100316904	3.5807848	100316904
279	100329135	3.5807848	100329135
280	81839	3.5807848	81839
281	9256	3.5807848	9256
282	646603	3.5807848	646603
283	219986	3.5807848	219986
284	10042	3.5807848	10042
285	100463488	3.5807848	100463488
286	10047	3.5807848	10047
287	1005	3.5807848	1005
288	10179	3.5807848	10179
289	101926972	3.5807848	101926972
290	101927160	3.5807848	101927160
291	101927266	3.5807848	101927266
292	101927420	3.5807848	101927420
293	101927576	3.5807848	101927576
294	101927754	3.5807848	101927754
295	101927848	3.5807848	101927848
296	101927850	3.5807848	101927850
297	101927918	3.5807848	101927918
298	101928120	3.5807848	101928120
299	101928125	3.5807848	101928125
300	101928409	3.5807848	101928409
301	101928428	3.5807848	101928428
302	101928548	3.5807848	101928548
303	101928601	3.5807848	101928601
304	101928764	3.5807848	101928764
305	101928841	3.5807848	101928841
306	101928884	3.5807848	101928884
307	101928947	3.5807848	101928947
308	101929046	3.5807848	101929046
309	101929060	3.5807848	101929060
310	101929065	3.5807848	101929065
311	101929185	3.5807848	101929185
312	101929301	3.5807848	101929301
313	101929469	3.5807848	101929469
314	101929490	3.5807848	101929490
315	101929522	3.5807848	101929522
316	101929748	3.5807848	101929748
317	101929798	3.5807848	101929798
318	101929806	3.5807848	101929806
319	101929818	3.5807848	101929818
320	101929844	3.5807848	101929844
321	101929849	3.5807848	101929849
322	101929870	3.5807848	101929870
323	101929990	3.5807848	101929990
324	101930017	3.5807848	101930017
325	101930098	3.5807848	101930098
326	101930125	3.5807848	101930125
327	101930168	3.5807848	101930168
328	101930170	3.5807848	101930170
329	101930233	3.5807848	101930233
330	101930295	3.5807848	101930295
331	101930322	3.5807848	101930322
332	101930339	3.5807848	101930339
333	101930416	3.5807848	101930416
334	101930447	3.5807848	101930447
335	101930473	3.5807848	101930473
336	101930480	3.5807848	101930480
337	101930492	3.5807848	101930492
338	101930512	3.5807848	101930512
339	101930574	3.5807848	101930574
340	101930586	3.5807848	101930586
341	101930601	3.5807848	101930601
342	101930637	3.5807848	101930637
343	10206	3.5807848	10206
344	10220	3.5807848	10220
345	10232	3.5807848	10232
346	10256	3.5807848	10256
347	10263	3.5807848	10263
348	10268	3.5807848	10268
349	102723099	3.5807848	102723099
350	102723443	3.5807848	102723443
351	102723467	3.5807848	102723467
352	102723563	3.5807848	102723563
353	102723607	3.5807848	102723607
354	102723614	3.5807848	102723614
355	102723683	3.5807848	102723683
356	102723722	3.5807848	102723722
357	102723777	3.5807848	102723777
358	102723861	3.5807848	102723861
359	102723892	3.5807848	102723892
360	102723900	3.5807848	102723900
361	102723912	3.5807848	102723912
362	102723955	3.5807848	102723955
363	102723974	3.5807848	102723974
364	102724011	3.5807848	102724011
365	102724023	3.5807848	102724023
366	102724073	3.5807848	102724073
367	102724148	3.5807848	102724148
368	102724232	3.5807848	102724232
369	102724237	3.5807848	102724237
370	102724249	3.5807848	102724249
371	102724263	3.5807848	102724263
372	102724369	3.5807848	102724369
373	102724371	3.5807848	102724371
374	102724376	3.5807848	102724376
375	102724441	3.5807848	102724441
376	102724516	3.5807848	102724516
377	102724580	3.5807848	102724580
378	102724585	3.5807848	102724585
379	102724605	3.5807848	102724605
380	102724667	3.5807848	102724667
381	102724693	3.5807848	102724693
382	102724737	3.5807848	102724737
383	102724751	3.5807848	102724751
384	102724770	3.5807848	102724770
385	102724833	3.5807848	102724833
386	102724852	3.5807848	102724852
387	102724908	3.5807848	102724908
388	102724965	3.5807848	102724965
389	102724984	3.5807848	102724984
390	102724991	3.5807848	102724991
391	102725014	3.5807848	102725014
392	102725088	3.5807848	102725088
393	102725095	3.5807848	102725095
394	102725122	3.5807848	102725122
395	102725146	3.5807848	102725146
396	102725184	3.5807848	102725184
397	102725191	3.5807848	102725191
398	102725204	3.5807848	102725204
399	102725211	3.5807848	102725211
400	102725230	3.5807848	102725230
401	102725266	3.5807848	102725266
402	102725273	3.5807848	102725273
403	102725292	3.5807848	102725292
404	102725329	3.5807848	102725329
405	102725362	3.5807848	102725362
406	102725379	3.5807848	102725379
407	102725406	3.5807848	102725406
408	10287	3.5807848	10287
409	10294	3.5807848	10294
410	10314	3.5807848	10314
411	103344928	3.5807848	103344928
412	1036	3.5807848	1036
413	10422	3.5807848	10422
414	1043	3.5807848	1043
415	10446	3.5807848	10446
416	10460	3.5807848	10460
417	10465	3.5807848	10465
418	10472	3.5807848	10472
419	10477	3.5807848	10477
420	1048	3.5807848	1048
421	10489	3.5807848	10489
422	128077	3.5807848	128077
423	128178	3.5807848	128178
424	128229	3.5807848	128229
425	128368	3.5807848	128368
426	128387	3.5807848	128387
427	128488	3.5807848	128488
428	128553	3.5807848	128553
429	128611	3.5807848	128611
430	129025	3.5807848	129025
431	129138	3.5807848	129138
432	129450	3.5807848	129450
433	129563	3.5807848	129563
434	129804	3.5807848	129804
435	13	3.5807848	13
436	1303	3.5807848	1303
437	130560	3.5807848	130560
438	130813	3.5807848	130813
439	130940	3.5807848	130940
440	131405	3.5807848	131405
441	131873	3.5807848	131873
442	100505502	3.5807848	100505502
443	100506012	3.5807848	100506012
444	100506562	3.5807848	100506562
445	100506581	3.5807848	100506581
446	100507096	3.5807848	100507096
447	100507421	3.5807848	100507421
448	100507483	3.5807848	100507483
449	100507527	3.5807848	100507527
450	90342	3.5807848	90342
451	55795	3.5807848	55795
452	161003	3.5807848	161003
453	26683	3.5807848	26683
454	57633	3.5807848	57633
455	84679	3.5807848	84679
456	57708	3.5807848	57708
457	144100	3.5807848	144100
458	79733	3.5807848	79733
459	143241	3.5807848	143241
460	283847	3.5807848	283847
461	101059918	3.5807848	101059918
462	65061	3.5807848	65061
463	101059906	3.5807848	101059906
464	101060085	3.5807848	101060085
465	101060179	3.5807848	101060179
466	101060181	3.5807848	101060181
467	101060256	3.5807848	101060256
468	101060275	3.5807848	101060275
469	101060458	3.5807848	101060458
470	101060578	3.5807848	101060578
471	101060580	3.5807848	101060580
472	101060770	3.5807848	101060770
473	10117	3.5807848	10117
474	10124	3.5807848	10124
475	10136	3.5807848	10136
476	10148	3.5807848	10148
477	10150	3.5807848	10150
478	10155	3.5807848	10155
479	9922	3.5807848	9922
480	23329	3.5807848	23329
481	93649	3.5807848	93649
482	5083	3.5807848	5083
483	341405	3.5807848	341405
484	55788	3.5807848	55788
485	8328	3.5807848	8328
486	22895	3.5807848	22895
487	151871	3.5807848	151871
488	3804	3.5807848	3804
489	84895	3.5807848	84895
490	728379	3.5807848	728379
491	84934	3.5807848	84934
492	100132963	3.5807848	100132963
493	284186	3.5807848	284186
494	51248	3.5807848	51248
495	57575	3.5807848	57575
496	89927	3.5807848	89927
497	163131	3.5807848	163131
498	139067	3.5807848	139067
499	113802	3.5807848	113802
500	399909	3.5807848	399909
501	2010	3.5807848	2010
502	90102	3.5807848	90102
503	7712	3.5807848	7712
504	23564	3.5807848	23564
505	4496	3.5807848	4496
506	2022	3.5807848	2022
507	23336	3.5807848	23336
508	55860	3.5807848	55860
509	390197	3.5807848	390197
510	9701	3.5807848	9701
511	219436	3.5807848	219436
512	148304	3.5807848	148304
513	83758	3.5807848	83758
514	728747	3.5807848	728747
515	342977	3.5807848	342977
516	353323	3.5807848	353323
517	219479	3.5807848	219479
518	133874	3.5807848	133874
519	11223	3.5807848	11223
520	149643	3.5807848	149643
521	83607	3.5807848	83607
522	57532	3.5807848	57532
523	6050	3.5807848	6050
524	285588	3.5807848	285588
525	54932	3.5807848	54932
526	139221	3.5807848	139221
527	81928	3.5807848	81928
528	80127	3.5807848	80127
529	56851	3.5807848	56851
530	10218	3.5807848	10218
531	729574	3.5807848	729574
532	63926	3.5807848	63926
533	284307	3.5807848	284307
534	92285	3.5807848	92285
535	646862	3.5807848	646862
536	27314	3.5807848	27314
537	22869	3.5807848	22869
538	6492	3.5807848	6492
539	80975	3.5807848	80975
540	7700	3.5807848	7700
541	93978	3.5807848	93978
542	542767	3.5807848	542767
543	253143	3.5807848	253143
544	79137	3.5807848	79137
545	2825	3.5807848	2825
546	139322	3.5807848	139322
547	8835	3.5807848	8835
548	10143	3.5807848	10143
549	2135	3.5807848	2135
550	127670	3.5807848	127670
551	728393	3.5807848	728393
552	9605	3.5807848	9605
553	102723859	3.5807848	102723859
554	9989	3.5807848	9989
555	254122	3.5807848	254122
556	56180	3.5807848	56180
557	91624	3.5807848	91624
558	93081	3.5807848	93081
559	9369	3.5807848	9369
560	58496	3.5807848	58496
561	79168	3.5807848	79168
562	131544	3.5807848	131544
563	79613	3.5807848	79613
564	84167	3.5807848	84167
565	257068	3.5807848	257068
566	8239	3.5807848	8239
567	140730	3.5807848	140730
568	101928093	3.5807848	101928093
569	94104	3.5807848	94104
570	57599	3.5807848	57599
571	10307	3.5807848	10307
572	101929983	3.5807848	101929983
573	10910	3.5807848	10910
574	120376	3.5807848	120376
575	3885	3.5807848	3885
576	134637	3.5807848	134637
577	5545	3.5807848	5545
578	55771	3.5807848	55771
579	219417	3.5807848	219417
580	166863	3.5807848	166863
581	79098	3.5807848	79098
582	388849	3.5807848	388849
583	283171	3.5807848	283171
584	79442	3.5807848	79442
585	84958	3.5807848	84958
586	9326	3.5807848	9326
587	117289	3.5807848	117289
588	63933	3.5807848	63933
589	85317	3.5807848	85317
590	9802	3.5807848	9802
591	126204	3.5807848	126204
592	100132994	3.5807848	100132994
593	613227	3.5807848	613227
594	55954	3.5807848	55954
595	54468	3.5807848	54468
596	924	3.5807848	924
597	415116	3.5807848	415116
598	79567	3.5807848	79567
599	80021	3.5807848	80021
600	342357	3.5807848	342357
601	390616	3.5807848	390616
602	729233	3.5807848	729233
603	114824	3.5807848	114824
604	439921	3.5807848	439921
605	390084	3.5807848	390084
606	29062	3.5807848	29062
607	93550	3.5807848	93550
608	81327	3.5807848	81327
609	81579	3.5807848	81579
610	286151	3.5807848	286151
611	333926	3.5807848	333926
612	282969	3.5807848	282969
613	728728	3.5807848	728728
614	84220	3.5807848	84220
615	386672	3.5807848	386672
616	64784	3.5807848	64784
617	643161	3.5807848	643161
618	284756	3.5807848	284756
619	497190	3.5807848	497190
620	283551	3.5807848	283551
621	80742	3.5807848	80742
622	54470	3.5807848	54470
623	57602	3.5807848	57602
624	8638	3.5807848	8638
625	6846	3.5807848	6846
626	10299	3.5807848	10299
627	3809	3.5807848	3809
628	8602	3.5807848	8602
629	26094	3.5807848	26094
630	8715	3.5807848	8715
631	79618	3.5807848	79618
632	54920	3.5807848	54920
633	4504	3.5807848	4504
634	84883	3.5807848	84883
635	80122	3.5807848	80122
636	57020	3.5807848	57020
637	2921	3.5807848	2921
638	9686	3.5807848	9686
639	2813	3.5807848	2813
640	10631	3.5807848	10631
641	3241	3.5807848	3241
642	5134	3.5807848	5134
643	79670	3.5807848	79670
644	23499	3.5807848	23499
645	29086	3.5807848	29086
646	158219	3.5807848	158219
647	9826	3.5807848	9826
648	64094	3.5807848	64094
649	51750	3.5807848	51750
650	10439	3.5807848	10439
651	2130	3.5807848	2130
652	9681	3.5807848	9681
653	29098	3.5807848	29098
654	2661	3.5807848	2661
655	51368	3.5807848	51368
656	143570	3.5807848	143570
657	28970	3.5807848	28970
658	5800	3.5807848	5800
659	93377	3.5807848	93377
660	118427	3.5807848	118427
661	79783	3.5807848	79783
662	440822	3.5807848	440822
663	147798	3.5807848	147798
664	55656	3.5807848	55656
665	9352	3.5807848	9352
666	1233	3.5807848	1233
667	284129	3.5807848	284129
668	63027	3.5807848	63027
669	3621	3.5807848	3621
670	1992	3.5807848	1992
671	1606	3.5807848	1606
672	125206	3.5807848	125206
673	284131	3.5807848	284131
674	8796	3.5807848	8796
675	57582	3.5807848	57582
676	9249	3.5807848	9249
677	123096	3.5807848	123096
678	78987	3.5807848	78987
679	284415	3.5807848	284415
680	285242	3.5807848	285242
681	729877	3.5807848	729877
682	55764	3.5807848	55764
683	64854	3.5807848	64854
684	84326	3.5807848	84326
685	124056	3.5807848	124056
686	114088	3.5807848	114088
687	51192	3.5807848	51192
688	3443	3.5807848	3443
689	29992	3.5807848	29992
690	64847	3.5807848	64847
691	6512	3.5807848	6512
692	170679	3.5807848	170679
693	1310	3.5807848	1310
694	23033	3.5807848	23033
695	57335	3.5807848	57335
696	4009	3.5807848	4009
697	23355	3.5807848	23355
698	64284	3.5807848	64284
699	10989	3.5807848	10989
700	89782	3.5807848	89782
701	55031	3.5807848	55031
702	22953	3.5807848	22953
703	51306	3.5807848	51306
704	26260	3.5807848	26260
705	11177	3.5807848	11177
706	23242	3.5807848	23242
707	57157	3.5807848	57157
708	9833	3.5807848	9833
709	9908	3.5807848	9908
710	4237	3.5807848	4237
711	10085	3.5807848	10085
712	83931	3.5807848	83931
713	2091	3.5807848	2091
714	54963	3.5807848	54963
715	57657	3.5807848	57657
716	100132406	3.5807848	100132406
717	60528	3.5807848	60528
718	101060321	3.5807848	101060321
719	132112	3.5807848	132112
720	376940	3.5807848	376940
721	83417	3.5807848	83417
722	83448	3.5807848	83448
723	83450	3.5807848	83450
724	83479	3.5807848	83479
725	83481	3.5807848	83481
726	83544	3.5807848	83544
727	83551	3.5807848	83551
728	83594	3.5807848	83594
729	83638	3.5807848	83638
730	83640	3.5807848	83640
731	83657	3.5807848	83657
732	83690	3.5807848	83690
733	83695	3.5807848	83695
734	83741	3.5807848	83741
735	83746	3.5807848	83746
736	83854	3.5807848	83854
737	83861	3.5807848	83861
738	83873	3.5807848	83873
739	83878	3.5807848	83878
740	83892	3.5807848	83892
741	83897	3.5807848	83897
742	83900	3.5807848	83900
743	8392	3.5807848	8392
744	83986	3.5807848	83986
745	83998	3.5807848	83998
746	84066	3.5807848	84066
747	84073	3.5807848	84073
748	84078	3.5807848	84078
749	84080	3.5807848	84080
750	84085	3.5807848	84085
751	8412	3.5807848	8412
752	84124	3.5807848	84124
753	84129	3.5807848	84129
754	84162	3.5807848	84162
755	84174	3.5807848	84174
756	84179	3.5807848	84179
757	84181	3.5807848	84181
758	84186	3.5807848	84186
759	84193	3.5807848	84193
760	84218	3.5807848	84218
761	84225	3.5807848	84225
762	84232	3.5807848	84232
763	84249	3.5807848	84249
764	84251	3.5807848	84251
765	84256	3.5807848	84256
766	84263	3.5807848	84263
767	84275	3.5807848	84275
768	84282	3.5807848	84282
769	84299	3.5807848	84299
770	84302	3.5807848	84302
771	84307	3.5807848	84307
772	84314	3.5807848	84314
773	84319	3.5807848	84319
774	84333	3.5807848	84333
775	84340	3.5807848	84340
776	84376	3.5807848	84376
777	84439	3.5807848	84439
778	84441	3.5807848	84441
779	84446	3.5807848	84446
780	84458	3.5807848	84458
781	84460	3.5807848	84460
782	8450	3.5807848	8450
783	84504	3.5807848	84504
784	84528	3.5807848	84528
785	84530	3.5807848	84530
786	84542	3.5807848	84542
787	84547	3.5807848	84547
788	8455	3.5807848	8455
789	84561	3.5807848	84561
790	84612	3.5807848	84612
791	84617	3.5807848	84617
792	8462	3.5807848	8462
793	84624	3.5807848	84624
794	84629	3.5807848	84629
795	84636	3.5807848	84636
796	84648	3.5807848	84648
797	84662	3.5807848	84662
798	84674	3.5807848	84674
799	84681	3.5807848	84681
800	84698	3.5807848	84698
801	84701	3.5807848	84701
802	84749	3.5807848	84749
803	84775	3.5807848	84775
804	84787	3.5807848	84787
805	8479	3.5807848	8479
806	84807	3.5807848	84807
807	84826	3.5807848	84826
808	84833	3.5807848	84833
809	84838	3.5807848	84838
810	84864	3.5807848	84864
811	84869	3.5807848	84869
812	84888	3.5807848	84888
813	84908	3.5807848	84908
814	84910	3.5807848	84910
815	84915	3.5807848	84915
816	84922	3.5807848	84922
817	8493	3.5807848	8493
818	84939	3.5807848	84939
819	84941	3.5807848	84941
820	84946	3.5807848	84946
821	84953	3.5807848	84953
822	84960	3.5807848	84960
823	8498	3.5807848	8498
824	84984	3.5807848	84984
825	84991	3.5807848	84991
826	85014	3.5807848	85014
827	85019	3.5807848	85019
828	8513	3.5807848	8513
829	8525	3.5807848	8525
830	85280	3.5807848	85280
831	85285	3.5807848	85285
832	85300	3.5807848	85300
833	8532	3.5807848	8532
834	85329	3.5807848	85329
835	8537	3.5807848	8537
836	85379	3.5807848	85379
837	85449	3.5807848	85449
838	85451	3.5807848	85451
839	85463	3.5807848	85463
840	85569	3.5807848	85569
841	8568	3.5807848	8568
842	861	3.5807848	861
843	8614	3.5807848	8614
844	8621	3.5807848	8621
845	8645	3.5807848	8645
846	866	3.5807848	866
847	8671	3.5807848	8671
848	8688	3.5807848	8688
849	8690	3.5807848	8690
850	8708	3.5807848	8708
851	8710	3.5807848	8710
852	87178	3.5807848	87178
853	8727	3.5807848	8727
854	8739	3.5807848	8739
855	8784	3.5807848	8784
856	8811	3.5807848	8811
857	8816	3.5807848	8816
858	8854	3.5807848	8854
859	8880	3.5807848	8880
860	8897	3.5807848	8897
861	8929	3.5807848	8929
862	89876	3.5807848	89876
863	89890	3.5807848	89890
864	89910	3.5807848	89910
865	89941	3.5807848	89941
866	89953	3.5807848	89953
867	89958	3.5807848	89958
868	90070	3.5807848	90070
869	90075	3.5807848	90075
870	90121	3.5807848	90121
871	9016	3.5807848	9016
872	9028	3.5807848	9028
873	90316	3.5807848	90316
874	90378	3.5807848	90378
875	9047	3.5807848	9047
876	90506	3.5807848	90506
877	90525	3.5807848	90525
878	90594	3.5807848	90594
879	9073	3.5807848	9073
880	9080	3.5807848	9080
881	90835	3.5807848	90835
882	9085	3.5807848	9085
883	90861	3.5807848	90861
884	9092	3.5807848	9092
885	9097	3.5807848	9097
886	9100	3.5807848	9100
887	91179	3.5807848	91179
888	91181	3.5807848	91181
889	9124	3.5807848	9124
890	91319	3.5807848	91319
891	91369	3.5807848	91369
892	91408	3.5807848	91408
893	9143	3.5807848	9143
894	91523	3.5807848	91523
895	91612	3.5807848	91612
896	9162	3.5807848	9162
897	91662	3.5807848	91662
898	91775	3.5807848	91775
899	91782	3.5807848	91782
900	9179	3.5807848	9179
901	91833	3.5807848	91833
902	91977	3.5807848	91977
903	9198	3.5807848	9198
904	92002	3.5807848	92002
905	9201	3.5807848	9201
906	9213	3.5807848	9213
907	9218	3.5807848	9218
908	92196	3.5807848	92196
909	9220	3.5807848	9220
910	92235	3.5807848	92235
911	92259	3.5807848	92259
912	9244	3.5807848	9244
913	92521	3.5807848	92521
914	92552	3.5807848	92552
915	92610	3.5807848	92610
916	9263	3.5807848	9263
917	92689	3.5807848	92689
918	9270	3.5807848	9270
919	92747	3.5807848	92747
920	9275	3.5807848	9275
921	92797	3.5807848	92797
922	9287	3.5807848	9287
923	92906	3.5807848	92906
924	9294	3.5807848	9294
925	92999	3.5807848	92999
926	931	3.5807848	931
927	93233	3.5807848	93233
928	9333	3.5807848	9333
929	9338	3.5807848	9338
930	93517	3.5807848	93517
931	9364	3.5807848	9364
932	9388	3.5807848	9388
933	9390	3.5807848	9390
934	93973	3.5807848	93973
935	93980	3.5807848	93980
936	94	3.5807848	94
937	94015	3.5807848	94015
938	94039	3.5807848	94039
939	9422	3.5807848	9422
940	9427	3.5807848	9427
941	943	3.5807848	943
942	9465	3.5807848	9465
943	9496	3.5807848	9496
944	950	3.5807848	950
945	9516	3.5807848	9516
946	9535	3.5807848	9535
947	9547	3.5807848	9547
948	9573	3.5807848	9573
949	9578	3.5807848	9578
950	9580	3.5807848	9580
951	9592	3.5807848	9592
952	9617	3.5807848	9617
953	9648	3.5807848	9648
954	9650	3.5807848	9650
955	9655	3.5807848	9655
956	96597	3.5807848	96597
957	9679	3.5807848	9679
958	9693	3.5807848	9693
959	9720	3.5807848	9720
960	9725	3.5807848	9725
961	9737	3.5807848	9737
962	9749	3.5807848	9749
963	9768	3.5807848	9768
964	9770	3.5807848	9770
